image_id,method,psnr,ssim,label
3425,hist_eq,9.845966199235646,0.5181878139044422,1
3425,clahe,23.27389908326435,0.8412658428868518,1
3425,gamma,17.050340216225774,0.9000983204451038,1
3425,normalized,29.502198040026496,0.9490181010831498,1
3425,gaussian,36.58452951094887,0.9699293737822341,1
3425,median,34.642219037589356,0.9582743406684016,1
3425,bilateral,35.264475245918916,0.9280915066846538,1
3425,sobel,12.562330858150524,0.15960441046802296,1
3425,laplacian,6.307198593819898,0.025242172898878344,1
3425,canny,10.611420760798275,0.005277179753837422,1
961,hist_eq,11.127014624768988,0.6550095163428298,0
961,clahe,22.521670831615417,0.860108327670142,0
961,gamma,17.62762514944156,0.9035327667516457,0
961,normalized,61.09598433866881,0.999940660829844,0
961,gaussian,35.6979656772124,0.9615934965637539,0
961,median,36.19383882614161,0.9734676500730135,0
961,bilateral,33.32115557353657,0.897958784723662,0
961,sobel,11.961166437638802,0.1255478529015326,0
961,laplacian,6.94424047697645,0.07497163107979074,0
961,canny,9.748609706255388,0.05822552942575934,0
1567,hist_eq,11.775730827604459,0.5141618863229761,1
1567,clahe,26.57056550349616,0.885223320990002,1
1567,gamma,18.279044740252598,0.9666585136455591,1
1567,normalized,48.53422683387781,0.9999663445279199,1
1567,gaussian,34.38753742283849,0.9674205082136009,1
1567,median,37.05472153943434,0.9703535354808652,1
1567,bilateral,34.38590366573544,0.9306734167667615,1
1567,sobel,7.1020807960402745,0.07303940887449083,1
1567,laplacian,6.702121839349859,0.06242447131686474,1
1567,canny,6.416457932712374,0.04673944691066005,1
2495,hist_eq,7.654521715245592,0.42057098450736435,0
2495,clahe,23.453074354153642,0.8328843682134681,0
2495,gamma,19.985481719974644,0.7403001510635667,0
2495,normalized,43.93960945150077,0.9339923033079591,0
2495,gaussian,36.6604383845747,0.9664926020573148,0
2495,median,35.31066368194586,0.9619891873842159,0
2495,bilateral,34.578018003644374,0.9106360063384122,0
2495,sobel,12.439794791581988,0.16453153078838453,0
2495,laplacian,9.174965257654366,0.1515824695225649,0
2495,canny,10.215730357489827,0.13273309978339615,0
3289,hist_eq,10.501796712013398,0.6702986973811313,1
3289,clahe,25.7052258264545,0.4667203790180581,1
3289,gamma,26.582832913027154,0.8560165182859173,1
3289,normalized,20.656420920396044,0.8465057155388773,1
3289,gaussian,43.99689841298395,0.9883204030572753,1
3289,median,43.01751300515531,0.9851633808921945,1
3289,bilateral,39.04524394691127,0.963844440525374,1
3289,sobel,23.23450155237216,0.8104117036004248,1
3289,laplacian,11.034909852156673,0.6583768419491348,1
3289,canny,20.2621974138469,0.7777834665023673,1
3290,hist_eq,5.645675260830493,0.22719477174899103,1
3290,clahe,22.92063835077569,0.8871246005371246,1
3290,gamma,20.20328448097612,0.7053392928631775,1
3290,normalized,20.55232502946302,0.9236663429112654,1
3290,gaussian,38.90845467639692,0.9801473412928778,1
3290,median,38.35141789871263,0.9753787059202442,1
3290,bilateral,35.79652503890272,0.9529343844114898,1
3290,sobel,18.182696561177593,0.15935182334971656,1
3290,laplacian,8.825987994885038,0.043295288289008284,1
3290,canny,14.954486715421176,0.04213988836560166,1
316,hist_eq,6.399051605004193,0.2787482800847999,0
316,clahe,26.031901729689885,0.6440273997330875,0
316,gamma,23.285522202755224,0.686374974334715,0
316,normalized,57.458270301906566,0.9995200425671458,0
316,gaussian,37.43965737798764,0.988597802191147,0
316,median,34.543220558470736,0.9834733919539098,0
316,bilateral,39.46857323968474,0.9766359603225991,0
316,sobel,24.939450775175473,0.57967333680572,0
316,laplacian,6.822653291193658,0.18751051202619,0
316,canny,20.379492073596992,0.2856263022837702,0
593,hist_eq,5.663492837711481,0.1394555416167426,1
593,clahe,25.331826547474897,0.6597124399448278,1
593,gamma,23.30248917544925,0.6076095291166119,1
593,normalized,67.9176578232369,0.9999983595412602,1
593,gaussian,36.04275029364819,0.9876750187388752,1
593,median,33.37547681389146,0.982154828965466,1
593,bilateral,38.391157636018335,0.9716688388972626,1
593,sobel,24.2047351044175,0.477793788276447,1
593,laplacian,7.0924981574575305,0.12553379507691112,1
593,canny,20.7647065402676,0.22242452306765612,1
2312,hist_eq,10.110882115737038,0.5430470288207858,1
2312,clahe,24.979246814393463,0.8678221079094274,1
2312,gamma,17.279898137639453,0.9161096891909961,1
2312,normalized,inf,1.0,1
2312,gaussian,32.665977485352556,0.9679760489778061,1
2312,median,32.72782116563124,0.9707038857587748,1
2312,bilateral,32.78334881748608,0.9274803138198285,1
2312,sobel,11.375005969712069,0.09973331506923996,1
2312,laplacian,7.7652766536581606,0.05726422359215413,1
2312,canny,10.082843915034076,0.047402458303198884,1
1101,hist_eq,12.008859498167064,0.6935314651022318,0
1101,clahe,24.556378232011763,0.8174418889247665,0
1101,gamma,18.113507516451634,0.9347678026130805,0
1101,normalized,inf,1.0,0
1101,gaussian,34.16008492649753,0.9754353906668545,0
1101,median,33.99238684499891,0.9839265394998499,0
1101,bilateral,33.40782628831837,0.9516157513525904,0
1101,sobel,10.809030357222959,0.20938440840966038,0
1101,laplacian,8.148973072273883,0.17199181729768093,0
1101,canny,9.945688769844853,0.17722558286328094,0
260,hist_eq,12.806275770225128,0.7393612773934197,1
260,clahe,22.446306712651456,0.834747594323602,1
260,gamma,17.484396612791112,0.9104764592995657,1
260,normalized,15.563209021661716,0.9042211058979888,1
260,gaussian,39.62570680643012,0.9694007725493932,1
260,median,38.55647095067266,0.9673119234686495,1
260,bilateral,36.41386898159055,0.9243409223658258,1
260,sobel,10.164168348065395,0.12809986235009704,1
260,laplacian,5.822383445747685,0.026782629010825478,1
260,canny,8.660380736444102,0.003563316791694597,1
1619,hist_eq,8.172951692236188,0.31781807069075874,1
1619,clahe,20.798562183862323,0.6287956284368973,1
1619,gamma,19.832974702369285,0.7126323167507179,1
1619,normalized,22.410055102368144,0.9436924200557917,1
1619,gaussian,36.71481002533948,0.9619748321706646,1
1619,median,35.749921333902684,0.9470039970679376,1
1619,bilateral,34.283443477321946,0.8866584684788601,1
1619,sobel,15.856534102709253,0.3699727395276856,1
1619,laplacian,6.938871036129049,0.17810398890654766,1
1619,canny,12.743515408672877,0.25204144038204157,1
2320,hist_eq,4.148466169212985,0.12595367741535848,1
2320,clahe,23.752523168153136,0.6888297622360593,1
2320,gamma,22.590356674856515,0.5468983352704571,1
2320,normalized,35.520817406897436,0.996713695293036,1
2320,gaussian,40.84076049101631,0.9911870285259448,1
2320,median,37.99577095579246,0.9878871978993867,1
2320,bilateral,38.5912357434089,0.9709825491403999,1
2320,sobel,19.439706997455982,0.5411142496005321,1
2320,laplacian,8.95037733138796,0.2347043770603636,1
2320,canny,17.177488878318908,0.41719148402278083,1
1501,hist_eq,5.122016584785367,0.22464934344338774,1
1501,clahe,24.828799515972285,0.8841648875558848,1
1501,gamma,18.561828255270992,0.7820824516856286,1
1501,normalized,inf,1.0,1
1501,gaussian,39.97507959351343,0.9820027013552696,1
1501,median,36.59448969491381,0.9754445439670022,1
1501,bilateral,38.13339235141742,0.9512513898890187,1
1501,sobel,18.60966233437629,0.11186551126094305,1
1501,laplacian,8.309140009338638,0.01606118614933622,1
1501,canny,17.007838316443387,0.008730787140743,1
